model,document_index,title,n_entities,n_relations,n_violations,n_checkable_violations,n_uncheckable_violations,certificate_bound,gold_checkable_bound,gold_verifiable_errors,entity_type_errors,spurious_relation_errors,detectable_errors,tightness_ratio,conflicts_per_relation,bound_per_relation,cross_model_disagreement,n_vertices,n_hyperedges,mean_hyperedge_cardinality,maximum_hyperedge_cardinality,maximum_vertex_degree,n_components,largest_component_vertices,largest_component_hyperedges,hyperedge_overlap_density,incidence_density,matching_number
Qwen2.5-72B,73,Can't Take My Eyes Off You,16,12,4,3,1,3,3,4,0,4,3,0.75,0.3333333333333333,0.25,0.8294853294853296,11,4,3.0,3,2,3,5,2,0.16666666666666666,0.2727272727272727,3
Qwen2.5-72B,74,Angleton High School,21,23,0,0,0,0,0,14,1,13,0,0.0,0.0,0.0,0.9114336643748407,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,75,List of colleges and universities in Connecticut,7,7,0,0,0,0,0,4,1,3,0,0.0,0.0,0.0,0.5714285714285715,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,76,Ost Autobahn,23,6,1,1,0,1,1,11,7,4,2,0.09090909090909091,0.16666666666666666,0.16666666666666666,0.9020289855072464,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,77,Anthony Steel (actor),14,12,1,1,0,1,1,7,2,5,1,0.14285714285714285,0.08333333333333333,0.08333333333333333,0.6865079365079364,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,78,Dieudonné Gnammankou,18,17,3,3,0,2,2,16,3,13,3,0.125,0.17647058823529413,0.11764705882352941,0.8133333333333335,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-72B,79,Your Disco Needs You,17,16,1,1,0,1,1,15,1,14,1,0.06666666666666667,0.0625,0.0625,0.6510989010989011,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,80,Outline of South Sudan,16,13,1,1,0,1,1,7,0,7,1,0.14285714285714285,0.07692307692307693,0.07692307692307693,0.6998316498316498,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,81,Liverpool Neurological Infectious Diseases Course,20,5,0,0,0,0,0,2,0,2,0,0.0,0.0,0.0,0.4646464646464647,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,82,Breakout (video game),16,3,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.7555555555555555,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,83,Winnebago War,14,7,0,0,0,0,0,4,0,4,0,0.0,0.0,0.0,0.8222561751973517,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,84,Schizoanalysis,8,8,0,0,0,0,0,7,0,7,0,0.0,0.0,0.0,0.72991452991453,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,85,Paul Beliën,13,9,0,0,0,0,0,6,2,4,0,0.0,0.0,0.0,0.6286393345216875,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,86,John R. Thurman,18,13,3,3,0,1,1,9,1,8,3,0.1111111111111111,0.23076923076923078,0.07692307692307693,0.6792359687096529,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,87,María la del Barrio,24,21,3,3,0,1,1,20,0,20,3,0.05,0.14285714285714285,0.047619047619047616,0.934349593495935,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,88,Tigran Petrosian,22,22,2,2,0,1,1,20,1,19,2,0.05,0.09090909090909091,0.045454545454545456,0.8574481074481075,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,89,This Little Girl of Mine,15,12,1,1,0,1,1,8,0,8,1,0.125,0.08333333333333333,0.08333333333333333,0.8547619047619048,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,90,Ernesto D'Alessio,20,19,0,0,0,0,0,13,1,12,0,0.0,0.0,0.0,0.8110766045548655,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,91,João Paulo de Silva,15,13,3,2,1,2,1,11,4,7,3,0.09090909090909091,0.23076923076923078,0.15384615384615385,0.6277777777777778,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-72B,92,Regal Mountain,15,15,1,1,0,1,1,9,0,9,1,0.1111111111111111,0.06666666666666667,0.06666666666666667,0.75999895979612,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,93,Il regalo più grande,15,19,7,7,0,2,2,15,1,14,8,0.13333333333333333,0.3684210526315789,0.10526315789473684,0.7981944444444444,15,7,3.0,3,6,1,15,7,0.7619047619047619,0.2,2
Qwen2.5-72B,94,East Asia Economic Caucus,18,21,4,4,0,2,2,22,2,20,4,0.09090909090909091,0.19047619047619047,0.09523809523809523,0.9029982363315696,8,4,3.0,3,2,1,8,4,0.6666666666666666,0.375,2
Qwen2.5-72B,95,Tiana (Disney),16,9,2,2,0,2,2,10,2,8,3,0.2,0.2222222222222222,0.2222222222222222,0.627972027972028,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-72B,96,Vesper sparrow,8,9,0,0,0,0,0,9,1,8,0,0.0,0.0,0.0,0.8240179573512907,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,97,Silvan Elves,25,26,3,3,0,1,1,33,9,24,6,0.030303030303030304,0.11538461538461539,0.038461538461538464,0.7980392156862747,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,98,ABBA Live,24,16,3,3,0,1,1,10,0,10,3,0.1,0.1875,0.0625,0.8640618640618641,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,99,Young Wild Things Tour,20,14,6,6,0,2,2,12,1,11,7,0.16666666666666666,0.42857142857142855,0.14285714285714285,0.8257875457875458,14,6,3.0,3,5,2,11,5,0.6666666666666666,0.21428571428571427,2
Qwen2.5-72B,100,Samuel C. Brightman,17,11,1,1,0,1,1,12,3,9,2,0.08333333333333333,0.09090909090909091,0.09090909090909091,0.8015873015873015,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,101,Alberto Valenzuela Llanos,16,13,0,0,0,0,0,9,0,9,0,0.0,0.0,0.0,0.8319497658578118,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,102,Amandeep Khare,16,14,3,3,0,2,2,12,2,10,4,0.16666666666666666,0.21428571428571427,0.14285714285714285,0.7764912280701753,7,3,3.0,3,2,1,7,3,0.6666666666666666,0.42857142857142855,2
Qwen2.5-72B,103,Blank Page,15,12,2,2,0,1,1,9,1,8,2,0.1111111111111111,0.16666666666666666,0.08333333333333333,0.9134085213032582,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,104,Jared Allen,17,14,1,1,0,1,1,10,1,9,1,0.1,0.07142857142857142,0.07142857142857142,0.7059581320450885,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,105,The Hurting,21,18,3,2,1,2,1,11,2,9,3,0.09090909090909091,0.16666666666666666,0.1111111111111111,0.7566271409749671,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-72B,106,Link River,16,12,2,2,0,2,2,10,1,9,3,0.2,0.16666666666666666,0.16666666666666666,0.8504185299850935,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-72B,107,Ali Kuli Khan Khattak,13,6,0,0,0,0,0,4,1,3,0,0.0,0.0,0.0,0.8047619047619049,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,108,Paul Morphy,20,16,5,5,0,2,2,14,2,12,6,0.14285714285714285,0.3125,0.125,0.7880701754385965,12,5,3.0,3,4,2,9,4,0.6,0.25,2
Qwen2.5-72B,109,Gloria Estefan albums discography,24,29,5,3,2,4,2,16,2,14,3,0.125,0.1724137931034483,0.13793103448275862,0.8898809523809524,14,5,3.0,3,2,4,5,2,0.1,0.21428571428571427,4
Qwen2.5-72B,110,Tōkai region,23,20,0,0,0,0,0,20,2,18,0,0.0,0.0,0.0,0.8955513388150959,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,111,Parks in Greater St. Louis,17,14,0,0,0,0,0,10,4,6,0,0.0,0.0,0.0,0.7263157894736842,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,112,Loopline Bridge,19,18,3,3,0,1,1,10,3,7,4,0.1,0.16666666666666666,0.05555555555555555,0.9871794871794872,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,113,Catholic Church in the Maldives,14,13,3,3,0,2,2,11,2,9,3,0.18181818181818182,0.23076923076923078,0.15384615384615385,0.9118875620423608,7,3,3.0,3,2,1,7,3,0.6666666666666666,0.42857142857142855,2
Qwen2.5-72B,114,Across the Black Waters,16,12,3,3,0,2,2,10,3,7,3,0.2,0.25,0.16666666666666666,0.7752100840336134,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-72B,115,Cove Lake State Park,14,11,0,0,0,0,0,8,0,8,0,0.0,0.0,0.0,0.8210084033613446,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,116,German torpedo boat Kondor,18,9,0,0,0,0,0,9,3,6,0,0.0,0.0,0.0,0.5612535612535613,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,117,Foulsyke,17,10,5,5,0,1,1,9,0,9,5,0.1111111111111111,0.5,0.1,0.8720779220779221,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-72B,118,Le Ventre de Paris,15,10,3,3,0,3,3,9,2,7,4,0.3333333333333333,0.3,0.3,0.8710010319917441,9,3,3.0,3,1,3,3,1,0.0,0.3333333333333333,3
Qwen2.5-72B,119,Energy and Environmental Security Initiative,18,27,0,0,0,0,0,4,1,3,0,0.0,0.0,0.0,0.9916666666666667,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,120,Ne crois pas,15,15,0,0,0,0,0,12,1,11,0,0.0,0.0,0.0,0.9280844645550529,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,121,Downy,28,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.9739091318038687,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,122,Boltenhagen,18,19,1,1,0,1,1,9,1,8,1,0.1111111111111111,0.05263157894736842,0.05263157894736842,0.8493589743589743,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,123,Upper Ammonoosuc River,23,13,0,0,0,0,0,5,0,5,0,0.0,0.0,0.0,0.7221505376344086,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,124,Michael Giacchino,28,28,0,0,0,0,0,6,1,5,0,0.0,0.0,0.0,0.2986111111111111,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,125,Oberliga Rheinland-Pfalz/Saar,16,9,1,0,1,1,0,7,1,6,0,0.0,0.1111111111111111,0.1111111111111111,0.8397016926428691,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,126,Siberia Governorate,11,11,0,0,0,0,0,10,1,9,0,0.0,0.0,0.0,0.7859477124183006,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,127,Raymond Hermantier,19,13,5,4,1,2,2,14,5,9,7,0.14285714285714285,0.38461538461538464,0.15384615384615385,0.7807974481658692,12,5,3.0,3,3,2,7,3,0.4,0.25,2
Qwen2.5-72B,128,Kurt Tucholsky,30,26,6,4,2,3,3,20,5,15,6,0.15,0.23076923076923078,0.11538461538461539,0.9203431372549019,13,6,3.0,3,3,2,10,5,0.4,0.23076923076923078,3
Qwen2.5-72B,129,Urgut,11,18,2,1,1,2,1,9,3,6,2,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8721001221001221,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-72B,130,N. C. Wyeth,15,15,1,1,0,1,1,9,1,8,1,0.1111111111111111,0.06666666666666667,0.06666666666666667,0.8584656084656085,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,131,Bound Brook (Raritan River tributary),20,17,0,0,0,0,0,23,9,14,0,0.0,0.0,0.0,0.7905138339920948,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,132,Bombtrack,23,15,3,3,0,2,2,8,1,7,4,0.25,0.2,0.13333333333333333,0.9296969696969697,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-72B,133,Christine Razanamahasoa,24,23,4,4,0,1,1,20,3,17,4,0.05,0.17391304347826086,0.043478260869565216,0.9281840646497028,8,4,3.0,3,4,1,8,4,1.0,0.375,1
Qwen2.5-72B,134,Shihlin Electric,24,22,5,5,0,2,2,21,1,20,5,0.09523809523809523,0.22727272727272727,0.09090909090909091,0.8907094197791873,12,5,3.0,3,4,2,9,4,0.6,0.25,2
Qwen2.5-72B,135,Wayne Gretzky Drive,20,12,0,0,0,0,0,8,0,8,0,0.0,0.0,0.0,0.7760619690154922,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,136,Inner Life,17,12,5,3,2,3,2,8,3,5,4,0.25,0.4166666666666667,0.25,0.8543096872616324,11,5,3.0,3,2,2,8,4,0.4,0.2727272727272727,3
Qwen2.5-72B,137,Ahmet Kaya,14,13,5,4,1,1,1,12,1,11,6,0.08333333333333333,0.38461538461538464,0.07692307692307693,0.8076625386996904,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-72B,138,Leone Marucci,24,22,2,2,0,1,1,12,3,9,3,0.08333333333333333,0.09090909090909091,0.045454545454545456,0.5914614121510673,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,139,Susan Pharr,11,12,4,4,0,1,1,14,3,11,7,0.07142857142857142,0.3333333333333333,0.08333333333333333,0.8786377708978327,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-72B,140,Sycamore Canyon Wilderness,40,34,6,6,0,1,1,18,2,16,6,0.05555555555555555,0.17647058823529413,0.029411764705882353,0.9615384615384616,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-72B,141,Eva Bosáková,19,22,8,8,0,2,2,26,11,15,11,0.07692307692307693,0.36363636363636365,0.09090909090909091,0.7616641031275178,17,8,3.0,3,5,1,17,8,0.5,0.17647058823529413,2
Qwen2.5-72B,142,Ripton (fictional town),13,14,2,2,0,2,2,8,0,8,2,0.25,0.14285714285714285,0.14285714285714285,0.7224945533769063,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-72B,143,Khooni Khanjar,22,21,9,9,0,2,2,9,0,9,9,0.2222222222222222,0.42857142857142855,0.09523809523809523,0.6469925738218422,20,9,3.0,3,5,2,11,5,0.4444444444444444,0.15,2
Qwen2.5-72B,144,Barry University School of Podiatric Medicine,16,12,6,6,0,2,2,10,2,8,8,0.2,0.5,0.16666666666666666,0.6458333333333334,14,6,3.0,3,5,2,11,5,0.6666666666666666,0.21428571428571427,2
Qwen2.5-72B,145,Louise Faure-Favier,16,15,0,0,0,0,0,10,1,9,0,0.0,0.0,0.0,0.8420779220779221,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,146,Kirnitzschtal tramway,17,15,0,0,0,0,0,9,3,6,0,0.0,0.0,0.0,0.9290698566060885,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,148,Joy Division discography,14,14,8,8,0,2,2,12,2,10,9,0.16666666666666666,0.5714285714285714,0.14285714285714285,0.7544368166793797,15,8,3.0,3,5,1,15,8,0.5714285714285714,0.2,2
Qwen2.5-72B,149,Franck Piccard,23,23,0,0,0,0,0,19,2,17,0,0.0,0.0,0.0,0.6645833333333333,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,150,John Alexander Boyd,23,18,0,0,0,0,0,17,3,14,0,0.0,0.0,0.0,0.8253198653198653,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,151,Hélé Béji,19,14,3,3,0,1,1,14,4,10,5,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.7194444444444444,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,152,Perpetual virginity of Mary,24,17,0,0,0,0,0,20,7,13,0,0.0,0.0,0.0,0.9545454545454546,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,153,Rachel Proctor,25,22,10,10,0,3,3,14,1,13,10,0.21428571428571427,0.45454545454545453,0.13636363636363635,0.8032075137338296,22,10,3.0,3,8,2,19,9,0.6444444444444445,0.13636363636363635,3
Qwen2.5-72B,154,Die Haut,18,14,2,1,1,1,1,5,0,5,2,0.2,0.14285714285714285,0.07142857142857142,0.7123015873015873,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,155,Mehmet Çetingöz,16,13,4,2,2,1,1,6,1,5,2,0.16666666666666666,0.3076923076923077,0.07692307692307693,0.7227791701475912,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-72B,156,Extreme Makeover: Home Edition,20,19,1,1,0,1,1,17,1,16,1,0.058823529411764705,0.05263157894736842,0.05263157894736842,0.8991596638655462,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,157,George Prévost,23,19,6,4,2,1,1,10,0,10,4,0.1,0.3157894736842105,0.05263157894736842,0.923076923076923,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-72B,158,"Tire, İzmir",18,13,1,1,0,1,1,11,2,9,2,0.09090909090909091,0.07692307692307693,0.07692307692307693,0.8405067155067155,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,159,Oecophora bractella,16,17,1,1,0,1,1,10,0,10,1,0.1,0.058823529411764705,0.058823529411764705,0.6266043897622845,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,160,U.S. European Command State Partnership Program,18,18,3,2,1,2,1,20,8,12,4,0.05,0.16666666666666666,0.1111111111111111,0.964696223316913,7,3,3.0,3,2,1,7,3,0.6666666666666666,0.42857142857142855,2
Qwen2.5-72B,161,The Swingle Singers,22,16,0,0,0,0,0,10,0,10,0,0.0,0.0,0.0,0.9527691511387163,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,162,Pete Ham,18,13,2,2,0,1,1,7,2,5,4,0.14285714285714285,0.15384615384615385,0.07692307692307693,0.6648148148148149,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,163,Beijing Ducks,13,11,2,2,0,1,1,11,2,9,3,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.9301587301587301,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,164,Hope Town,11,10,1,1,0,1,1,5,0,5,1,0.2,0.1,0.1,0.8417366946778712,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,165,Calueque,13,16,1,1,0,1,1,7,3,4,1,0.14285714285714285,0.0625,0.0625,0.7987012987012987,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,166,Ali Akbar Moradi,23,5,0,0,0,0,0,2,1,1,0,0.0,0.0,0.0,0.8175121900612097,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,167,Dan Chupong,17,17,0,0,0,0,0,10,0,10,0,0.0,0.0,0.0,0.8124786324786325,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,168,Mount Shinn,29,22,5,4,1,2,1,23,2,21,4,0.043478260869565216,0.22727272727272727,0.09090909090909091,0.8496442255062945,12,5,3.0,3,4,2,9,4,0.6,0.25,2
Qwen2.5-72B,169,Georg Jochmann,22,17,6,5,1,1,1,15,4,11,7,0.06666666666666667,0.35294117647058826,0.058823529411764705,0.9001991238550379,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-72B,170,Abdul Jabar Sabet,17,10,0,0,0,0,0,11,3,8,0,0.0,0.0,0.0,0.8661881977671451,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,171,Joseph Octave Mousseau,21,15,1,1,0,1,1,13,1,12,1,0.07692307692307693,0.06666666666666667,0.06666666666666667,0.8720779220779221,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,172,Christian Atsu,21,16,0,0,0,0,0,13,2,11,0,0.0,0.0,0.0,0.9000410509031198,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,173,Kahului Airport,22,16,4,4,0,2,2,14,3,11,5,0.14285714285714285,0.25,0.125,0.9243827160493828,10,4,3.0,3,3,2,7,3,0.5,0.3,2
Qwen2.5-72B,174,Greatest Hits (A-Teens album),24,24,8,8,0,3,3,21,0,21,8,0.14285714285714285,0.3333333333333333,0.125,0.8286647992530346,18,8,3.0,3,5,2,15,7,0.4642857142857143,0.16666666666666666,3
Qwen2.5-72B,175,Torrejonian,13,7,0,0,0,0,0,10,8,2,0,0.0,0.0,0.0,0.9047619047619048,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,177,Metropolitan statistical area,11,7,0,0,0,0,0,7,0,7,0,0.0,0.0,0.0,0.7999999999999999,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,178,Sarah Gibb,25,20,3,0,3,1,0,11,2,9,0,0.0,0.15,0.05,0.7563636363636363,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,179,List of songs recorded by Rage Against the Machine,27,27,5,0,5,1,0,13,1,12,5,0.0,0.18518518518518517,0.037037037037037035,0.9334945018835596,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-72B,180,National Turkey Federation,13,10,2,2,0,1,1,9,1,8,2,0.1111111111111111,0.2,0.1,0.9285714285714285,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,181,Mike Padden,25,19,6,5,1,3,2,18,6,12,6,0.1111111111111111,0.3157894736842105,0.15789473684210525,0.8609523809523809,13,6,3.0,3,3,1,13,6,0.4,0.23076923076923078,3
Qwen2.5-72B,182,Puskás,29,28,2,1,1,2,1,15,6,9,1,0.06666666666666667,0.07142857142857142,0.07142857142857142,0.6897167160325055,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-72B,183,Zevs (artist),19,25,3,3,0,2,2,11,1,10,3,0.18181818181818182,0.12,0.08,0.753566659638766,7,3,3.0,3,2,1,7,3,0.6666666666666666,0.42857142857142855,2
Qwen2.5-72B,184,Camp Caves,20,17,0,0,0,0,0,13,6,7,0,0.0,0.0,0.0,0.7020956530760453,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,185,Independent Democratic Action,21,17,2,2,0,2,2,19,4,15,3,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.9108641975308642,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-72B,186,I Knew You Were Trouble,27,24,6,4,2,1,1,16,2,14,4,0.0625,0.25,0.041666666666666664,0.8377976190476191,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-72B,187,Great South Australian Coastal Upwelling System,16,10,0,0,0,0,0,10,1,9,0,0.0,0.0,0.0,0.9019607843137255,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,188,X-Men Legends II: Rise of Apocalypse,17,4,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.9138888888888889,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,189,Çağlar Söyüncü,16,11,0,0,0,0,0,7,2,5,0,0.0,0.0,0.0,0.8401771336553945,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,190,Chachalaca,23,18,1,0,1,1,0,7,1,6,0,0.0,0.05555555555555555,0.05555555555555555,0.6271929824561403,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,191,William James Wallace,21,13,2,2,0,1,1,12,1,11,2,0.08333333333333333,0.15384615384615385,0.07692307692307693,0.8138825324180016,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,192,Horst Eidenmüller,28,21,4,0,4,1,0,2,1,1,0,0.0,0.19047619047619047,0.047619047619047616,0.7565831086254535,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-72B,193,Goght,20,12,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.8470276999688764,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,194,Riksakten,16,20,0,0,0,0,0,15,1,14,0,0.0,0.0,0.0,0.9084175084175085,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,195,Astana International Financial Centre,18,15,0,0,0,0,0,12,0,12,0,0.0,0.0,0.0,0.9632478632478633,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,196,Amos Hochstein,22,12,5,4,1,1,1,10,2,8,5,0.1,0.4166666666666667,0.08333333333333333,0.7044593088071349,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-72B,197,Gregorio Pacheco,10,10,0,0,0,0,0,3,0,3,0,0.0,0.0,0.0,0.7829131652661063,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,198,Pete Murray,18,14,7,7,0,1,1,10,2,8,7,0.1,0.5,0.07142857142857142,0.802536231884058,15,7,3.0,3,7,1,15,7,1.0,0.2,1
Qwen2.5-72B,199,Malpai Borderlands,14,10,0,0,0,0,0,8,1,7,0,0.0,0.0,0.0,0.9396825396825396,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,200,Lost Verizon,16,13,3,1,2,2,1,10,1,9,2,0.1,0.23076923076923078,0.15384615384615385,0.7696839080459771,7,3,3.0,3,2,1,7,3,0.6666666666666666,0.42857142857142855,2
Qwen2.5-72B,201,Leandro Mbomio Nsue,21,11,3,3,0,1,1,9,2,7,4,0.1111111111111111,0.2727272727272727,0.09090909090909091,0.7219473184385464,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,202,LEC billing,23,23,2,0,2,1,0,7,1,6,0,0.0,0.08695652173913043,0.043478260869565216,0.9888888888888889,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,203,Joe Gates,13,17,2,1,1,1,1,15,1,14,1,0.06666666666666667,0.11764705882352941,0.058823529411764705,0.8877954144620812,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,204,Lunula (amulet),26,10,1,1,0,1,1,9,2,7,2,0.1111111111111111,0.1,0.1,0.918954248366013,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,205,Schiedea haleakalensis,13,12,3,2,1,1,1,9,2,7,3,0.1111111111111111,0.25,0.08333333333333333,0.8027777777777777,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,206,Jeanne Thérèse du Han,21,21,0,0,0,0,0,19,1,18,0,0.0,0.0,0.0,0.8192592592592592,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,207,Kokumin Dōmei,25,15,3,3,0,3,3,14,2,12,4,0.21428571428571427,0.2,0.2,0.923076923076923,9,3,3.0,3,1,3,3,1,0.0,0.3333333333333333,3
